X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
3.395,476268,3.395,481327,3.395,485729,3.395,482842,3.395,527197,3.395,503809,3.395,508938,3.395,459605,3.395,470657,3.395,455047,3.395,486582,3.395,485790,3.395,484664,3.395,419179,3.395,427613,3.395,427771
3.397,476935,3.397,482027,3.397,486379,3.397,483691,3.397,527642,3.397,504057,3.397,509221,3.397,460446,3.397,472668,3.397,455959,3.397,487026,3.397,486435,3.397,484461,3.397,420493,3.397,428712,3.397,429040
3.398,477469,3.398,482313,3.398,486640,3.398,484091,3.398,527709,3.398,504447,3.398,509503,3.398,461294,3.398,474423,3.398,456759,3.398,487265,3.398,486781,3.398,483983,3.398,421483,3.398,429437,3.398,430135
3.4,478109,3.4,482067,3.4,486573,3.4,484197,3.4,527835,3.4,504847,3.4,509645,3.4,461812,3.4,475688,3.4,457244,3.4,487090,3.4,486705,3.4,483707,3.4,422065,3.4,430095,3.4,431007
3.402,478472,3.402,481596,3.402,486527,3.402,484127,3.402,527472,3.402,505183,3.402,509667,3.402,462148,3.402,476555,3.402,457337,3.402,486311,3.402,486409,3.402,483302,3.402,422496,3.402,430567,3.402,431683
3.403,478676,3.403,481212,3.403,486454,3.403,483964,3.403,526987,3.403,505063,3.403,509497,3.403,462223,3.403,476792,3.403,457332,3.403,485652,3.403,485878,3.403,482846,3.403,422624,3.403,431120,3.403,432082
3.405,478693,3.405,480764,3.405,486449,3.405,483590,3.405,526316,3.405,504552,3.405,509046,3.405,462264,3.405,476557,3.405,457285,3.405,484743,3.405,485144,3.405,482268,3.405,422808,3.405,431361,3.405,432517
3.407,478515,3.407,480323,3.407,486333,3.407,483295,3.407,525918,3.407,503866,3.407,508481,3.407,461955,3.407,476015,3.407,456939,3.407,483692,3.407,484302,3.407,481892,3.407,422850,3.407,431881,3.407,432832
3.408,477944,3.408,480248,3.408,486132,3.408,482954,3.408,525303,3.408,502896,3.408,507946,3.408,461695,3.408,475342,3.408,456726,3.408,482811,3.408,483297,3.408,481460,3.408,423064,3.408,432419,3.408,433102
3.41,477452,3.41,480322,3.41,485473,3.41,482499,3.41,524841,3.41,502082,3.41,507447,3.41,461549,3.41,474656,3.41,456664,3.41,482129,3.41,482178,3.41,480740,3.41,423276,3.41,433131,3.41,433411
3.412,477028,3.412,480355,3.412,484659,3.412,482036,3.412,524330,3.412,501743,3.412,507202,3.412,461512,3.412,474079,3.412,456660,3.412,481612,3.412,481400,3.412,480334,3.412,423834,3.412,433648,3.412,433711
3.413,476844,3.413,480391,3.413,483750,3.413,481627,3.413,524034,3.413,501793,3.413,507167,3.413,461292,3.413,473743,3.413,456746,3.413,481103,3.413,480945,3.413,480203,3.413,424228,3.413,434426,3.413,434062
3.415,477071,3.415,480691,3.415,483152,3.415,481335,3.415,523485,3.415,502100,3.415,507375,3.415,461528,3.415,473630,3.415,457083,3.415,480967,3.415,480895,3.415,480142,3.415,424879,3.415,434989,3.415,434494
3.417,477621,3.417,480858,3.417,482633,3.417,481225,3.417,523375,3.417,502822,3.417,507868,3.417,461809,3.417,473650,3.417,457518,3.417,480963,3.417,481449,3.417,480385,3.417,425504,3.417,435311,3.417,434932
3.418,478263,3.418,480937,3.418,482595,3.418,481242,3.418,523724,3.418,503397,3.418,508523,3.418,462190,3.418,474036,3.418,457964,3.418,481367,3.418,482413,3.418,481224,3.418,426176,3.418,435647,3.418,435450
3.42,479066,3.42,481276,3.42,482941,3.42,481528,3.42,524401,3.42,503811,3.42,509196,3.42,462876,3.42,474668,3.42,458439,3.42,481776,3.42,483575,3.42,482133,3.42,426725,3.42,436066,3.42,435910
3.422,479948,3.422,481813,3.422,483748,3.422,482157,3.422,525036,3.422,504340,3.422,510233,3.422,464084,3.422,475460,3.422,459068,3.422,482656,3.422,484701,3.422,483056,3.422,427472,3.422,436654,3.422,436319
3.423,480606,3.423,482514,3.423,484404,3.423,482857,3.423,525941,3.423,504827,3.423,511328,3.423,465254,3.423,476485,3.423,459767,3.423,483740,3.423,486048,3.423,484132,3.423,428261,3.423,437414,3.423,436841
3.425,481337,3.425,483376,3.425,485446,3.425,483753,3.425,526812,3.425,505369,3.425,512471,3.425,466421,3.425,477763,3.425,460510,3.425,485155,3.425,487220,3.425,485152,3.425,429268,3.425,438488,3.425,437585
3.427,482160,3.427,484486,3.427,486648,3.427,484776,3.427,527540,3.427,506299,3.427,513730,3.427,467716,3.427,478885,3.427,461669,3.427,486452,3.427,488594,3.427,486125,3.427,430521,3.427,439744,3.427,438583
3.428,483188,3.428,485588,3.428,487866,3.428,485936,3.428,528395,3.428,507435,3.428,515052,3.428,469068,3.428,480181,3.428,463258,3.428,488135,3.428,489977,3.428,487164,3.428,431863,3.428,441360,3.428,440069
3.43,484350,3.43,486835,3.43,489066,3.43,487105,3.43,529653,3.43,508642,3.43,516189,3.43,470300,3.43,481472,3.43,464952,3.43,489864,3.43,491540,3.43,488425,3.43,433511,3.43,443000,3.43,441934
3.432,486130,3.432,488078,3.432,490732,3.432,488500,3.432,531200,3.432,510106,3.432,517678,3.432,471762,3.432,483031,3.432,467022,3.432,491657,3.432,493171,3.432,489946,3.432,435351,3.432,445029,3.432,444077
3.433,488165,3.433,489638,3.433,492442,3.433,490002,3.433,532881,3.433,511730,3.433,519291,3.433,473703,3.433,484676,3.433,469325,3.433,493412,3.433,495206,3.433,491746,3.433,437537,3.433,447305,3.433,446364
3.435,490542,3.435,491483,3.435,494279,3.435,491874,3.435,534769,3.435,513333,3.435,521100,3.435,475908,3.435,486852,3.435,471567,3.435,495786,3.435,497220,3.435,493697,3.435,439996,3.435,449703,3.435,448850
3.437,492949,3.437,493540,3.437,496273,3.437,493913,3.437,536815,3.437,515171,3.437,523006,3.437,478144,3.437,489129,3.437,473674,3.437,498190,3.437,499417,3.437,495964,3.437,442803,3.437,452416,3.437,451458
3.438,495358,3.438,495715,3.438,498445,3.438,495998,3.438,538800,3.438,517134,3.438,525315,3.438,480478,3.438,491856,3.438,476155,3.438,500647,3.438,501897,3.438,498516,3.438,445824,3.438,455364,3.438,454101
3.44,497377,3.44,498019,3.44,500468,3.44,498319,3.44,540891,3.44,519032,3.44,527337,3.44,483063,3.44,494434,3.44,478433,3.44,503160,3.44,504500,3.44,501037,3.44,448901,3.44,458251,3.44,456855
3.442,499230,3.442,500187,3.442,502543,3.442,500622,3.442,543139,3.442,520891,3.442,529475,3.442,485330,3.442,497125,3.442,480763,3.442,505840,3.442,506930,3.442,503539,3.442,451877,3.442,461094,3.442,459787
3.443,500943,3.443,502083,3.443,504376,3.443,502572,3.443,545430,3.443,522744,3.443,531428,3.443,487471,3.443,499499,3.443,483097,3.443,508032,3.443,509229,3.443,505854,3.443,454418,3.443,464062,3.443,462300
3.445,502653,3.445,503865,3.445,506018,3.445,504338,3.445,547620,3.445,524333,3.445,533390,3.445,489517,3.445,501610,3.445,485266,3.445,509931,3.445,511243,3.445,507872,3.445,456580,3.445,466313,3.445,464588
3.447,504313,3.447,505222,3.447,507222,3.447,505938,3.447,549815,3.447,525678,3.447,534871,3.447,491485,3.447,503088,3.447,486688,3.447,511554,3.447,512697,3.447,509336,3.447,458207,3.447,468202,3.447,466617
3.448,506035,3.448,506345,3.448,507921,3.448,506779,3.448,551557,3.448,526762,3.448,536114,3.448,492789,3.448,504157,3.448,487821,3.448,512687,3.448,513459,3.448,510277,3.448,459552,3.448,469501,3.448,468020
3.45,507376,3.45,506930,3.45,508104,3.45,507416,3.45,552860,3.45,527364,3.45,536587,3.45,493909,3.45,504653,3.45,488395,3.45,513152,3.45,513816,3.45,510564,3.45,460252,3.45,470206,3.45,468759
3.452,508276,3.452,507208,3.452,507975,3.452,507822,3.452,553690,3.452,527509,3.452,536460,3.452,494559,3.452,504637,3.452,488404,3.452,513210,3.452,513735,3.452,510490,3.452,460896,3.452,470058,3.452,469260
3.453,508722,3.453,506940,3.453,507554,3.453,507684,3.453,553763,3.453,527152,3.453,535721,3.453,494715,3.453,504209,3.453,488105,3.453,512815,3.453,513321,3.453,509803,3.453,461220,3.453,469905,3.453,469229
3.455,508609,3.455,506551,3.455,507025,3.455,507222,3.455,553108,3.455,526348,3.455,534774,3.455,494259,3.455,503628,3.455,487656,3.455,512085,3.455,512756,3.455,508816,3.455,461239,3.455,469191,3.455,468969
3.457,507933,3.457,505785,3.457,506610,3.457,506674,3.457,552079,3.457,525350,3.457,533403,3.457,493624,3.457,502852,3.457,487083,3.457,511185,3.457,512116,3.457,507804,3.457,460860,3.457,468499,3.457,468699
3.458,507272,3.458,505115,3.458,506195,3.458,505840,3.458,550850,3.458,524284,3.458,532044,3.458,492578,3.458,501948,3.458,486345,3.458,510345,3.458,511418,3.458,506862,3.458,460500,3.458,467941,3.458,468543
3.46,506376,3.46,504411,3.46,505968,3.46,504767,3.46,549279,3.46,523221,3.46,530838,3.46,491375,3.46,501129,3.46,485705,3.46,509428,3.46,510649,3.46,505996,3.46,459943,3.46,467502,3.46,468301
3.462,505496,3.462,503650,3.462,505683,3.462,503830,3.462,548060,3.462,522434,3.462,529870,3.462,490203,3.462,500447,3.462,485104,3.462,508664,3.462,509945,3.462,505444,3.462,459259,3.462,467120,3.462,468313
3.463,504643,3.463,502960,3.463,505494,3.463,502995,3.463,547128,3.463,521899,3.463,528798,3.463,489185,3.463,499861,3.463,484658,3.463,508179,3.463,509196,3.463,505030,3.463,458833,3.463,467232,3.463,468299
3.465,504132,3.465,502402,3.465,505385,3.465,502525,3.465,546260,3.465,521415,3.465,528247,3.465,488479,3.465,499505,3.465,484327,3.465,507910,3.465,508495,3.465,504684,3.465,458648,3.465,467374,3.465,468337
3.467,503639,3.467,502090,3.467,505478,3.467,502178,3.467,545340,3.467,521128,3.467,528019,3.467,488378,3.467,499395,3.467,484284,3.467,507749,3.467,507936,3.467,504521,3.467,458690,3.467,467481,3.467,468422
3.468,503528,3.468,501800,3.468,505394,3.468,502263,3.468,544983,3.468,520906,3.468,527911,3.468,488702,3.468,499347,3.468,484406,3.468,507858,3.468,507770,3.468,504406,3.468,458786,3.468,467990,3.468,468801
3.47,503571,3.47,501994,3.47,505508,3.47,502377,3.47,544641,3.47,520841,3.47,527871,3.47,489267,3.47,499514,3.47,484530,3.47,508233,3.47,507705,3.47,504425,3.47,459318,3.47,468301,3.47,468996
3.472,504079,3.472,502134,3.472,505620,3.472,502565,3.472,544374,3.472,520726,3.472,527872,3.472,489956,3.472,499623,3.472,484882,3.472,508470,3.472,507990,3.472,504620,3.472,459694,3.472,468467,3.472,469215
3.473,504590,3.473,502546,3.473,505643,3.473,502743,3.473,544401,3.473,520692,3.473,527716,3.473,490422,3.473,499905,3.473,485301,3.473,508704,3.473,508670,3.473,504881,3.473,460090,3.473,468666,3.473,469423
3.475,505119,3.475,502705,3.475,505480,3.475,502958,3.475,544979,3.475,520825,3.475,527486,3.475,490608,3.475,500084,3.475,485598,3.475,508994,3.475,509460,3.475,505074,3.475,460550,3.475,469030,3.475,469630
3.477,505766,3.477,502994,3.477,505439,3.477,503028,3.477,545408,3.477,521018,3.477,527414,3.477,490552,3.477,500421,3.477,485789,3.477,509353,3.477,510179,3.477,505331,3.477,460941,3.477,469351,3.477,469747
3.478,506268,3.478,503104,3.478,505375,3.478,503370,3.478,545875,3.478,521060,3.478,527239,3.478,490510,3.478,500459,3.478,486029,3.478,509645,3.478,510998,3.478,505616,3.478,461162,3.478,469868,3.478,470019
3.48,506583,3.48,503488,3.48,505453,3.48,503907,3.48,546392,3.48,521254,3.48,527481,3.48,490466,3.48,500770,3.48,486112,3.48,510060,3.48,511731,3.48,505690,3.48,461517,3.48,470551,3.48,470275
3.482,506974,3.482,503703,3.482,505685,3.482,504332,3.482,546908,3.482,521427,3.482,527855,3.482,490607,3.482,500810,3.482,486087,3.482,510650,3.482,512116,3.482,505730,3.482,461847,3.482,471385,3.482,470666
3.483,507305,3.483,504306,3.483,506165,3.483,504946,3.483,547147,3.483,521419,3.483,528181,3.483,490736,3.483,500978,3.483,486255,3.483,511024,3.483,512378,3.483,505977,3.483,461980,3.483,471966,3.483,470922
3.485,507373,3.485,504830,3.485,506871,3.485,505589,3.485,547540,3.485,521370,3.485,528424,3.485,490967,3.485,501144,3.485,486567,3.485,511374,3.485,512620,3.485,506153,3.485,462504,3.485,472273,3.485,471288
3.487,507685,3.487,505411,3.487,507741,3.487,506140,3.487,548035,3.487,521478,3.487,528888,3.487,491311,3.487,501630,3.487,487001,3.487,511440,3.487,512702,3.487,506269,3.487,462932,3.487,472712,3.487,471655
3.488,507888,3.488,505654,3.488,508451,3.488,506544,3.488,548593,3.488,521538,3.488,528934,3.488,491934,3.488,502061,3.488,487461,3.488,511475,3.488,512637,3.488,506645,3.488,463523,3.488,473196,3.488,472115
3.49,508080,3.49,505965,3.49,509131,3.49,507088,3.49,549019,3.49,521882,3.49,529104,3.49,492590,3.49,502748,3.49,488103,3.49,511357,3.49,512794,3.49,507223,3.49,464224,3.49,473488,3.49,472524
3.492,508403,3.492,505930,3.492,509852,3.492,507589,3.492,549376,3.492,522392,3.492,529368,3.492,493464,3.492,503392,3.492,488766,3.492,511589,3.492,512923,3.492,507776,3.492,465014,3.492,474125,3.492,473119
3.493,508839,3.493,505977,3.493,510444,3.493,508149,3.493,549511,3.493,523238,3.493,529739,3.493,494584,3.493,504059,3.493,489512,3.493,511893,3.493,512983,3.493,508647,3.493,465608,3.493,474968,3.493,473812
3.495,509320,3.495,505994,3.495,510878,3.495,508945,3.495,549700,3.495,524035,3.495,530220,3.495,495424,3.495,504786,3.495,490297,3.495,512480,3.495,513243,3.495,509597,3.495,466454,3.495,475756,3.495,474682
3.497,509999,3.497,506490,3.497,511515,3.497,509936,3.497,549831,3.497,524888,3.497,531126,3.497,496120,3.497,505580,3.497,491232,3.497,513248,3.497,513593,3.497,510619,3.497,467138,3.497,476425,3.497,475682
3.498,510839,3.498,507176,3.498,512204,3.498,510972,3.498,550249,3.498,525572,3.498,531943,3.498,496738,3.498,506622,3.498,492124,3.498,514059,3.498,513931,3.498,511690,3.498,467872,3.498,477391,3.498,476792
3.5,511789,3.5,508133,3.5,512906,3.5,511934,3.5,550728,3.5,526243,3.5,532958,3.5,497339,3.5,508110,3.5,493261,3.5,514843,3.5,514514,3.5,512794,3.5,468696,3.5,478354,3.5,477998
3.502,512919,3.502,509483,3.502,513648,3.502,512906,3.502,551328,3.502,526835,3.502,533859,3.502,497747,3.502,509899,3.502,494422,3.502,515550,3.502,515328,3.502,513834,3.502,469549,3.502,479279,3.502,479024
3.503,514014,3.503,511134,3.503,514599,3.503,513569,3.503,551846,3.503,527589,3.503,534723,3.503,498483,3.503,511922,3.503,495640,3.503,516340,3.503,516339,3.503,515047,3.503,470170,3.503,480327,3.503,480020
3.505,515342,3.505,512523,3.505,515543,3.505,514138,3.505,552477,3.505,528412,3.505,535405,3.505,499262,3.505,514177,3.505,497022,3.505,517116,3.505,517701,3.505,516269,3.505,471090,3.505,481392,3.505,481010
3.507,516453,3.507,513855,3.507,516543,3.507,514681,3.507,552976,3.507,529299,3.507,536144,3.507,500323,3.507,516655,3.507,498650,3.507,518263,3.507,519463,3.507,517827,3.507,471964,3.507,482274,3.507,481885
3.508,517583,3.508,515165,3.508,517482,3.508,515398,3.508,553632,3.508,530263,3.508,536885,3.508,501459,3.508,519315,3.508,500172,3.508,519639,3.508,521396,3.508,519679,3.508,472904,3.508,483078,3.508,482668
3.51,518961,3.51,516091,3.51,518395,3.51,516234,3.51,554360,3.51,531160,3.51,537821,3.51,502581,3.51,522194,3.51,501790,3.51,521348,3.51,523659,3.51,521627,3.51,473851,3.51,483937,3.51,483489
3.512,520295,3.512,516775,3.512,519167,3.512,517259,3.512,555089,3.512,531801,3.512,538727,3.512,503839,3.512,524990,3.512,503678,3.512,523388,3.512,525995,3.512,523775,3.512,474865,3.512,484648,3.512,484346
3.513,521270,3.513,517352,3.513,519754,3.513,518224,3.513,555735,3.513,532463,3.513,539739,3.513,505099,3.513,527670,3.513,505415,3.513,525644,3.513,528338,3.513,526211,3.513,475767,3.513,485595,3.513,485219
3.515,522555,3.515,517927,3.515,520286,3.515,519256,3.515,556463,3.515,533119,3.515,540673,3.515,506112,3.515,529984,3.515,506946,3.515,527739,3.515,530484,3.515,528295,3.515,476595,3.515,486688,3.515,486067
3.517,523745,3.517,518491,3.517,520765,3.517,520226,3.517,557101,3.517,533896,3.517,541506,3.517,506942,3.517,531661,3.517,508207,3.517,529647,3.517,532609,3.517,530025,3.517,477397,3.517,487662,3.517,487078
3.518,524342,3.518,519052,3.518,521335,3.518,521080,3.518,557733,3.518,534663,3.518,542109,3.518,507969,3.518,532548,3.518,509192,3.518,531469,3.518,534027,3.518,531793,3.518,478088,3.518,488761,3.518,488125
3.52,524875,3.52,519901,3.52,521911,3.52,521835,3.52,558527,3.52,535759,3.52,543089,3.52,508499,3.52,533224,3.52,509779,3.52,532676,3.52,535174,3.52,533201,3.52,478937,3.52,489936,3.52,489101
3.522,525497,3.522,520894,3.522,522695,3.522,522756,3.522,559502,3.522,537048,3.522,544165,3.522,509161,3.522,533565,3.522,510169,3.522,533491,3.522,535939,3.522,534130,3.522,479551,3.522,490828,3.522,489935
3.523,526036,3.523,521697,3.523,523750,3.523,523684,3.523,560530,3.523,538478,3.523,545515,3.523,509879,3.523,533502,3.523,510451,3.523,534105,3.523,536486,3.523,534966,3.523,480355,3.523,491555,3.523,491115
3.525,526567,3.525,522507,3.525,525043,3.525,524767,3.525,561846,3.525,539795,3.525,546984,3.525,510728,3.525,533471,3.525,510863,3.525,534493,3.525,536547,3.525,535799,3.525,481121,3.525,492447,3.525,492088
3.527,527620,3.527,523477,3.527,526351,3.527,525954,3.527,563433,3.527,541524,3.527,548891,3.527,511604,3.527,533665,3.527,511470,3.527,534511,3.527,536902,3.527,536248,3.527,482185,3.527,493165,3.527,492995
3.528,528728,3.528,524055,3.528,527831,3.528,527400,3.528,564996,3.528,543304,3.528,550578,3.528,512902,3.528,533807,3.528,512088,3.528,534862,3.528,537282,3.528,536638,3.528,483251,3.528,493754,3.528,493893
3.53,530088,3.53,524929,3.53,529494,3.53,528952,3.53,566767,3.53,545060,3.53,552279,3.53,514039,3.53,534026,3.53,512911,3.53,535362,3.53,537711,3.53,537213,3.53,484472,3.53,494503,3.53,495012
3.532,531286,3.532,526098,3.532,531080,3.532,530645,3.532,568802,3.532,546979,3.532,554086,3.532,515413,3.532,534635,3.532,514002,3.532,535961,3.532,538274,3.532,538003,3.532,485664,3.532,495375,3.532,495754
3.533,532613,3.533,527454,3.533,532594,3.533,532237,3.533,570906,3.533,549107,3.533,556117,3.533,516788,3.533,535331,3.533,515418,3.533,536634,3.533,539120,3.533,538770,3.533,486625,3.533,496283,3.533,496607
3.535,533740,3.535,528923,3.535,534482,3.535,533996,3.535,572988,3.535,550917,3.535,558097,3.535,518183,3.535,536238,3.535,516864,3.535,537735,3.535,540051,3.535,539748,3.535,487318,3.535,497405,3.535,497600
3.537,535063,3.537,530844,3.537,536315,3.537,535529,3.537,575315,3.537,552559,3.537,560087,3.537,519432,3.537,537034,3.537,518491,3.537,538639,3.537,541055,3.537,540796,3.537,487865,3.537,498714,3.537,498656
3.538,536165,3.538,532663,3.538,537851,3.538,536948,3.538,577482,3.538,554186,3.538,561864,3.538,520718,3.538,538037,3.538,520297,3.538,539498,3.538,542124,3.538,541695,3.538,488520,3.538,500058,3.538,499436
3.54,537445,3.54,534325,3.54,539299,3.54,538098,3.54,579254,3.54,555489,3.54,563187,3.54,521738,3.54,539052,3.54,521999,3.54,540379,3.54,543121,3.54,542215,3.54,489031,3.54,501220,3.54,500522
3.542,538603,3.542,535857,3.542,540750,3.542,539173,3.542,580863,3.542,556621,3.542,564109,3.542,522894,3.542,540127,3.542,523252,3.542,541399,3.542,544103,3.542,542738,3.542,489920,3.542,502414,3.542,501456
3.543,539721,3.543,537189,3.543,541530,3.543,539800,3.543,582035,3.543,557637,3.543,564604,3.543,523755,3.543,541051,3.543,524272,3.543,541957,3.543,544836,3.543,543077,3.543,491079,3.543,503481,3.543,502359
3.545,540385,3.545,537922,3.545,542198,3.545,540446,3.545,582818,3.545,558489,3.545,564780,3.545,524620,3.545,542059,3.545,525089,3.545,542424,3.545,545435,3.545,543201,3.545,492393,3.545,504465,3.545,503077
3.547,540942,3.547,538271,3.547,542747,3.547,540758,3.547,583217,3.547,559009,3.547,564823,3.547,525449,3.547,542951,3.547,525419,3.547,542932,3.547,545819,3.547,543237,3.547,493562,3.547,505227,3.547,503884
3.548,541309,3.548,538381,3.548,542943,3.548,540902,3.548,583543,3.548,559219,3.548,564788,3.548,526365,3.548,543685,3.548,525576,3.548,543165,3.548,545893,3.548,543483,3.548,494897,3.548,506150,3.548,504410
3.55,541445,3.55,538189,3.55,542808,3.55,540891,3.55,583351,3.55,558903,3.55,564594,3.55,526940,3.55,543981,3.55,525910,3.55,543079,3.55,545826,3.55,543508,3.55,496210,3.55,506918,3.55,505021
3.552,541379,3.552,537966,3.552,542886,3.552,540893,3.552,583071,3.552,558395,3.552,564312,3.552,527512,3.552,544059,3.552,526021,3.552,543221,3.552,545713,3.552,543569,3.552,497226,3.552,507586,3.552,505566
3.553,541344,3.553,537806,3.553,542813,3.553,540702,3.553,582457,3.553,557756,3.553,563931,3.553,527878,3.553,544015,3.553,526132,3.553,543320,3.553,545484,3.553,543742,3.553,498056,3.553,507996,3.553,506151
3.555,541344,3.555,537714,3.555,542865,3.555,540537,3.555,581829,3.555,557083,3.555,563385,3.555,528220,3.555,543613,3.555,526379,3.555,543180,3.555,545397,3.555,543910,3.555,498818,3.555,508609,3.555,506856
3.557,541276,3.557,537752,3.557,543003,3.557,540585,3.557,581150,3.557,556538,3.557,562968,3.557,528418,3.557,543114,3.557,526592,3.557,543380,3.557,545699,3.557,543759,3.557,499455,3.557,509070,3.557,507621
3.558,541504,3.558,537762,3.558,543219,3.558,540675,3.558,580539,3.558,556287,3.558,562498,3.558,528640,3.558,542766,3.558,526611,3.558,543772,3.558,546202,3.558,543781,3.558,499737,3.558,509482,3.558,508476
3.56,541867,3.56,537676,3.56,543287,3.56,540888,3.56,579949,3.56,556158,3.56,561966,3.56,528965,3.56,542652,3.56,526934,3.56,544248,3.56,546985,3.56,543991,3.56,500028,3.56,510031,3.56,509319
3.562,542372,3.562,537830,3.562,543376,3.562,541290,3.562,579612,3.562,556226,3.562,561396,3.562,529458,3.562,542585,3.562,527179,3.562,545093,3.562,547850,3.562,544304,3.562,500315,3.562,510840,3.562,510310
3.563,542881,3.563,538209,3.563,543416,3.563,541942,3.563,579274,3.563,556288,3.563,561211,3.563,529896,3.563,542767,3.563,527336,3.563,546257,3.563,548823,3.563,544774,3.563,500768,3.563,511566,3.563,511191
3.565,543678,3.565,538598,3.565,543639,3.565,542457,3.565,578877,3.565,556429,3.565,560907,3.565,530265,3.565,543072,3.565,527688,3.565,547483,3.565,549747,3.565,545672,3.565,501106,3.565,512415,3.565,512159
3.567,544100,3.567,539312,3.567,543934,3.567,543039,3.567,578613,3.567,556548,3.567,560903,3.567,530762,3.567,543659,3.567,528113,3.567,548657,3.567,550493,3.567,546658,3.567,501663,3.567,513345,3.567,512789
3.568,544659,3.568,540178,3.568,544544,3.568,543613,3.568,578640,3.568,556841,3.568,561276,3.568,531166,3.568,544247,3.568,528622,3.568,549561,3.568,551154,3.568,547395,3.568,502266,3.568,514054,3.568,513336
3.57,545188,3.57,541068,3.57,545392,3.57,544070,3.57,578784,3.57,556982,3.57,562168,3.57,531445,3.57,544877,3.57,529380,3.57,550139,3.57,551797,3.57,547935,3.57,502872,3.57,514825,3.57,513898
3.572,545791,3.572,541808,3.572,546216,3.572,544405,3.572,579188,3.572,557316,3.572,562936,3.572,531925,3.572,545601,3.572,530375,3.572,550539,3.572,552264,3.572,548457,3.572,503314,3.572,515729,3.572,514486
3.573,546145,3.573,542619,3.573,547212,3.573,544981,3.573,579731,3.573,557736,3.573,564042,3.573,532509,3.573,546335,3.573,531137,3.573,550584,3.573,552523,3.573,548837,3.573,503900,3.573,516574,3.573,515018
3.575,546827,3.575,543138,3.575,548249,3.575,545500,3.575,580439,3.575,558448,3.575,565021,3.575,533310,3.575,546742,3.575,531990,3.575,550683,3.575,552954,3.575,549088,3.575,504414,3.575,517518,3.575,515927
3.577,547448,3.577,543789,3.577,549088,3.577,546163,3.577,581136,3.577,559153,3.577,566094,3.577,534169,3.577,547005,3.577,532491,3.577,550859,3.577,553150,3.577,549471,3.577,505105,3.577,518548,3.577,517004
3.578,548236,3.578,544249,3.578,549785,3.578,547013,3.578,581854,3.578,560308,3.578,567053,3.578,535240,3.578,547439,3.578,532917,3.578,551341,3.578,553474,3.578,550191,3.578,506015,3.578,519328,3.578,517981
3.58,549036,3.58,544786,3.58,550774,3.58,548114,3.58,582651,3.58,561617,3.58,568373,3.58,536204,3.58,547985,3.58,533124,3.58,551700,3.58,554048,3.58,550957,3.58,507119,3.58,520128,3.58,518844
3.582,549948,3.582,545400,3.582,551460,3.582,549290,3.582,583694,3.582,563097,3.582,569859,3.582,537291,3.582,548525,3.582,533612,3.582,552331,3.582,554755,3.582,551823,3.582,508333,3.582,520972,3.582,519764
3.583,550888,3.583,546565,3.583,552500,3.583,550947,3.583,585055,3.583,564584,3.583,571721,3.583,538133,3.583,549466,3.583,534219,3.583,553083,3.583,555407,3.583,552908,3.583,509677,3.583,521658,3.583,520580
3.585,552005,3.585,547840,3.585,554047,3.585,552645,3.585,586638,3.585,566256,3.585,573772,3.585,539231,3.585,550637,3.585,535258,3.585,554165,3.585,556497,3.585,554350,3.585,510929,3.585,522536,3.585,521300
3.587,553382,3.587,549613,3.587,555818,3.587,554633,3.587,588674,3.587,567897,3.587,576092,3.587,540385,3.587,551707,3.587,536349,3.587,555223,3.587,557701,3.587,555925,3.587,511924,3.587,523665,3.587,522115
3.588,555067,3.588,551712,3.588,557663,3.588,556686,3.588,591187,3.588,569784,3.588,578385,3.588,541754,3.588,552977,3.588,537934,3.588,556999,3.588,559197,3.588,557783,3.588,512953,3.588,524646,3.588,523236
3.59,556956,3.59,554052,3.59,560190,3.59,558767,3.59,594186,3.59,571865,3.59,580736,3.59,543291,3.59,554639,3.59,539654,3.59,559145,3.59,561118,3.59,559867,3.59,513869,3.59,525650,3.59,524200
3.592,559145,3.592,556202,3.592,562468,3.592,560598,3.592,597446,3.592,574242,3.592,583132,3.592,545018,3.592,556456,3.592,541444,3.592,561392,3.592,563600,3.592,562114,3.592,514762,3.592,526829,3.592,525209
3.593,561305,3.593,558414,3.593,564521,3.593,562586,3.593,601034,3.593,576858,3.593,585393,3.593,546685,3.593,558676,3.593,543221,3.593,563846,3.593,566337,3.593,564234,3.593,515733,3.593,527874,3.593,526286
3.595,562941,3.595,560356,3.595,566542,3.595,564341,3.595,604784,3.595,579647,3.595,587511,3.595,548238,3.595,561335,3.595,545211,3.595,566650,3.595,569385,3.595,566352,3.595,516825,3.595,528723,3.595,527441
3.597,564413,3.597,562115,3.597,568466,3.597,565983,3.597,608423,3.597,582350,3.597,589646,3.597,549808,3.597,564078,3.597,546942,3.597,569335,3.597,572384,3.597,568441,3.597,517785,3.597,529829,3.597,528171
3.598,565721,3.598,563638,3.598,569832,3.598,567696,3.598,611833,3.598,584668,3.598,591594,3.598,551033,3.598,566901,3.598,548578,3.598,571929,3.598,575392,3.598,570733,3.598,518659,3.598,530757,3.598,529277
3.6,566430,3.6,565071,3.6,571164,3.6,569283,3.6,615190,3.6,586472,3.6,593181,3.6,552062,3.6,569700,3.6,550099,3.6,574860,3.6,578048,3.6,572996,3.6,519585,3.6,531568,3.6,530277
