X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
5.925,2879602,5.925,2869155,5.925,2875980,5.925,2876217,5.925,2874986,5.925,2865420,5.925,2866952,5.925,2864779,5.925,2868787,5.925,2866873,5.925,2868654,5.925,2872218,5.925,2870949,5.925,2861169,5.925,2872059,5.925,2869784
5.927,2880081,5.927,2869620,5.927,2876678,5.927,2877198,5.927,2875446,5.927,2866092,5.927,2867684,5.927,2865533,5.927,2869572,5.927,2867240,5.927,2869306,5.927,2872712,5.927,2871468,5.927,2861814,5.927,2872829,5.927,2870276
5.928,2880708,5.928,2870080,5.928,2876991,5.928,2878339,5.928,2875850,5.928,2867002,5.928,2868324,5.928,2866034,5.928,2870320,5.928,2867593,5.928,2869848,5.928,2873410,5.928,2872161,5.928,2862566,5.928,2873798,5.928,2871025
5.93,2881641,5.93,2870670,5.93,2877409,5.93,2879613,5.93,2876232,5.93,2867976,5.93,2869112,5.93,2866839,5.93,2871392,5.93,2868290,5.93,2870786,5.93,2874015,5.93,2872763,5.93,2863532,5.93,2874496,5.93,2872014
5.932,2882505,5.932,2871482,5.932,2877759,5.932,2880762,5.932,2876995,5.932,2869092,5.932,2869984,5.932,2867860,5.932,2872382,5.932,2869053,5.932,2872080,5.932,2875093,5.932,2873361,5.932,2864682,5.932,2875240,5.932,2873209
5.933,2883290,5.933,2872275,5.933,2878329,5.933,2881663,5.933,2877814,5.933,2870160,5.933,2870740,5.933,2869041,5.933,2873231,5.933,2869877,5.933,2873644,5.933,2875965,5.933,2874021,5.933,2865499,5.933,2876104,5.933,2874552
5.935,2884458,5.935,2873127,5.935,2879187,5.935,2882552,5.935,2878783,5.935,2871477,5.935,2871695,5.935,2870146,5.935,2874292,5.935,2870822,5.935,2875216,5.935,2877310,5.935,2874918,5.935,2866376,5.935,2877150,5.935,2875713
5.937,2885720,5.937,2874014,5.937,2880507,5.937,2883613,5.937,2879792,5.937,2872730,5.937,2872769,5.937,2871526,5.937,2875410,5.937,2872061,5.937,2876924,5.937,2878351,5.937,2875912,5.937,2867406,5.937,2878052,5.937,2877189
5.938,2886939,5.938,2875055,5.938,2881936,5.938,2884584,5.938,2880877,5.938,2873934,5.938,2873971,5.938,2872786,5.938,2876433,5.938,2873272,5.938,2878373,5.938,2879593,5.938,2877009,5.938,2868255,5.938,2879255,5.938,2878339
5.94,2887998,5.94,2876116,5.94,2883416,5.94,2885672,5.94,2881891,5.94,2875177,5.94,2875246,5.94,2874134,5.94,2877453,5.94,2874567,5.94,2879412,5.94,2880450,5.94,2878351,5.94,2869011,5.94,2880420,5.94,2879552
5.942,2889085,5.942,2877314,5.942,2884871,5.942,2886889,5.942,2883027,5.942,2876489,5.942,2876616,5.942,2875564,5.942,2878560,5.942,2875912,5.942,2880528,5.942,2881625,5.942,2879560,5.942,2870024,5.942,2881706,5.942,2880689
5.943,2890126,5.943,2878584,5.943,2886192,5.943,2888180,5.943,2884090,5.943,2877552,5.943,2878067,5.943,2876936,5.943,2879489,5.943,2877195,5.943,2881647,5.943,2882546,5.943,2880838,5.943,2871189,5.943,2882898,5.943,2882037
5.945,2891043,5.945,2880060,5.945,2887379,5.945,2889369,5.945,2885262,5.945,2878424,5.945,2879451,5.945,2878069,5.945,2880292,5.945,2878518,5.945,2882614,5.945,2883762,5.945,2881873,5.945,2872238,5.945,2884077,5.945,2883123
5.947,2891960,5.947,2881532,5.947,2888549,5.947,2890633,5.947,2886526,5.947,2879465,5.947,2880512,5.947,2879322,5.947,2880929,5.947,2879691,5.947,2883771,5.947,2884856,5.947,2882893,5.947,2873500,5.947,2884988,5.947,2884257
5.948,2893236,5.948,2883039,5.948,2889631,5.948,2891927,5.948,2887742,5.948,2880541,5.948,2881629,5.948,2880343,5.948,2881717,5.948,2880863,5.948,2885263,5.948,2886037,5.948,2883687,5.948,2874764,5.948,2886055,5.948,2885461
5.95,2894496,5.95,2884520,5.95,2890637,5.95,2893254,5.95,2888959,5.95,2881666,5.95,2882713,5.95,2881204,5.95,2882458,5.95,2882045,5.95,2886593,5.95,2886944,5.95,2884696,5.95,2875952,5.95,2886913,5.95,2886551
5.952,2895663,5.952,2886034,5.952,2891463,5.952,2894642,5.952,2890325,5.952,2882938,5.952,2883554,5.952,2882125,5.952,2883441,5.952,2883356,5.952,2887820,5.952,2888087,5.952,2885648,5.952,2876972,5.952,2887805,5.952,2887571
5.953,2897035,5.953,2887384,5.953,2892432,5.953,2896027,5.953,2891659,5.953,2884513,5.953,2884626,5.953,2883360,5.953,2884679,5.953,2884529,5.953,2889098,5.953,2889179,5.953,2886872,5.953,2878198,5.953,2888854,5.953,2888611
5.955,2898455,5.955,2888522,5.955,2893547,5.955,2897553,5.955,2892909,5.955,2885866,5.955,2886168,5.955,2884656,5.955,2886048,5.955,2886042,5.955,2890317,5.955,2890417,5.955,2888179,5.955,2879376,5.955,2890362,5.955,2890168
5.957,2899819,5.957,2889727,5.957,2894845,5.957,2899058,5.957,2894156,5.957,2887324,5.957,2887646,5.957,2886245,5.957,2887323,5.957,2887539,5.957,2891429,5.957,2891991,5.957,2889630,5.957,2880735,5.957,2891886,5.957,2891592
5.958,2901475,5.958,2891098,5.958,2896343,5.958,2900541,5.958,2895503,5.958,2888737,5.958,2889337,5.958,2887918,5.958,2888859,5.958,2889199,5.958,2892787,5.958,2893821,5.958,2891040,5.958,2882256,5.958,2893798,5.958,2893215
5.96,2903372,5.96,2892454,5.96,2898316,5.96,2902066,5.96,2897067,5.96,2890347,5.96,2891279,5.96,2889794,5.96,2890410,5.96,2890835,5.96,2894483,5.96,2895590,5.96,2892718,5.96,2884111,5.96,2895668,5.96,2895150
5.962,2905201,5.962,2893987,5.962,2900365,5.962,2903695,5.962,2898743,5.962,2891777,5.962,2893040,5.962,2891667,5.962,2892008,5.962,2892691,5.962,2896383,5.962,2897490,5.962,2894498,5.962,2885977,5.962,2897677,5.962,2897335
5.963,2907218,5.963,2896007,5.963,2902321,5.963,2905343,5.963,2900619,5.963,2893488,5.963,2894764,5.963,2893503,5.963,2893808,5.963,2894321,5.963,2898549,5.963,2899454,5.963,2896560,5.963,2887810,5.963,2899427,5.963,2899253
5.965,2909351,5.965,2898255,5.965,2904356,5.965,2907305,5.965,2902767,5.965,2895156,5.965,2896841,5.965,2895430,5.965,2895717,5.965,2895987,5.965,2900982,5.965,2901329,5.965,2898827,5.965,2889519,5.965,2901411,5.965,2901324
5.967,2911378,5.967,2900487,5.967,2906496,5.967,2909413,5.967,2905083,5.967,2897219,5.967,2899034,5.967,2897636,5.967,2897742,5.967,2897580,5.967,2903224,5.967,2903375,5.967,2901167,5.967,2891250,5.967,2903365,5.967,2903732
5.968,2913319,5.968,2903072,5.968,2908510,5.968,2911505,5.968,2907157,5.968,2899211,5.968,2901276,5.968,2900063,5.968,2899786,5.968,2899489,5.968,2905527,5.968,2905556,5.968,2903406,5.968,2892772,5.968,2905482,5.968,2905919
5.97,2915558,5.97,2905474,5.97,2910467,5.97,2913577,5.97,2909389,5.97,2901597,5.97,2903791,5.97,2902399,5.97,2901888,5.97,2901457,5.97,2907984,5.97,2907893,5.97,2905562,5.97,2894347,5.97,2907577,5.97,2908136
5.972,2917757,5.972,2907793,5.972,2912662,5.972,2915827,5.972,2911731,5.972,2904154,5.972,2906375,5.972,2905176,5.972,2904266,5.972,2903824,5.972,2910563,5.972,2910314,5.972,2907532,5.972,2896198,5.972,2910018,5.972,2910615
5.973,2920050,5.973,2909903,5.973,2915177,5.973,2917981,5.973,2913996,5.973,2906911,5.973,2908872,5.973,2907946,5.973,2906900,5.973,2906547,5.973,2913102,5.973,2912805,5.973,2909376,5.973,2898337,5.973,2912354,5.973,2913246
5.975,2922402,5.975,2911977,5.975,2917623,5.975,2920212,5.975,2916167,5.975,2909511,5.975,2911246,5.975,2910584,5.975,2909509,5.975,2909339,5.975,2915955,5.975,2915175,5.975,2911367,5.975,2900635,5.975,2914629,5.975,2915611
5.977,2925043,5.977,2913749,5.977,2920340,5.977,2922879,5.977,2918620,5.977,2912166,5.977,2913683,5.977,2913095,5.977,2912431,5.977,2912248,5.977,2918772,5.977,2917565,5.977,2913265,5.977,2903087,5.977,2917222,5.977,2918208
5.978,2927692,5.978,2915877,5.978,2923222,5.978,2925746,5.978,2921027,5.978,2914798,5.978,2916126,5.978,2915799,5.978,2915327,5.978,2915127,5.978,2921287,5.978,2919997,5.978,2915267,5.978,2905612,5.978,2919861,5.978,2920973
5.98,2930379,5.98,2918172,5.98,2926069,5.98,2928584,5.98,2923518,5.98,2917282,5.98,2918627,5.98,2918229,5.98,2917994,5.98,2917867,5.98,2923866,5.98,2922349,5.98,2917430,5.98,2908114,5.98,2922280,5.98,2923540
5.982,2933057,5.982,2920844,5.982,2928736,5.982,2931535,5.982,2926201,5.982,2919765,5.982,2921089,5.982,2920822,5.982,2920572,5.982,2920590,5.982,2926463,5.982,2924812,5.982,2919639,5.982,2910625,5.982,2924753,5.982,2925928
5.983,2935786,5.983,2923799,5.983,2931457,5.983,2934513,5.983,2929067,5.983,2922231,5.983,2923841,5.983,2923570,5.983,2923225,5.983,2923468,5.983,2928802,5.983,2927335,5.983,2921795,5.983,2913007,5.983,2927242,5.983,2928434
5.985,2938412,5.985,2927011,5.985,2933932,5.985,2937145,5.985,2931899,5.985,2924653,5.985,2926386,5.985,2926330,5.985,2925460,5.985,2926076,5.985,2931198,5.985,2929928,5.985,2924173,5.985,2915620,5.985,2929501,5.985,2930896
5.987,2940874,5.987,2930219,5.987,2936377,5.987,2939682,5.987,2934651,5.987,2926806,5.987,2928844,5.987,2928940,5.987,2927727,5.987,2928684,5.987,2933862,5.987,2932416,5.987,2926706,5.987,2918260,5.987,2931625,5.987,2933080
5.988,2943480,5.988,2933141,5.988,2938912,5.988,2942096,5.988,2937210,5.988,2929012,5.988,2930971,5.988,2931579,5.988,2929940,5.988,2930975,5.988,2936055,5.988,2934918,5.988,2929122,5.988,2920926,5.988,2933955,5.988,2935087
5.99,2945848,5.99,2935692,5.99,2941258,5.99,2944298,5.99,2939561,5.99,2930902,5.99,2932947,5.99,2933737,5.99,2932190,5.99,2932828,5.99,2938083,5.99,2937130,5.99,2931613,5.99,2923333,5.99,2936161,5.99,2937047
5.992,2948093,5.992,2937870,5.992,2943401,5.992,2946258,5.992,2941556,5.992,2932681,5.992,2934417,5.992,2935580,5.992,2933983,5.992,2934493,5.992,2940145,5.992,2939177,5.992,2933827,5.992,2925792,5.992,2938448,5.992,2938771
5.993,2950177,5.993,2939609,5.993,2945398,5.993,2948008,5.993,2943471,5.993,2934351,5.993,2935925,5.993,2936969,5.993,2935817,5.993,2935884,5.993,2941866,5.993,2940809,5.993,2935870,5.993,2927888,5.993,2940503,5.993,2940239
5.995,2952074,5.995,2941030,5.995,2947092,5.995,2949470,5.995,2945289,5.995,2936064,5.995,2937307,5.995,2938253,5.995,2937596,5.995,2937037,5.995,2943146,5.995,2942085,5.995,2937428,5.995,2929538,5.995,2942313,5.995,2941576
5.997,2953532,5.997,2942081,5.997,2948287,5.997,2950741,5.997,2946957,5.997,2937366,5.997,2938616,5.997,2939070,5.997,2939188,5.997,2938249,5.997,2944372,5.997,2943160,5.997,2938854,5.997,2930947,5.997,2943883,5.997,2942829
5.998,2954924,5.998,2942927,5.998,2949159,5.998,2951851,5.998,2948366,5.998,2938712,5.998,2939896,5.998,2939886,5.998,2940296,5.998,2939507,5.998,2945463,5.998,2944053,5.998,2939807,5.998,2932254,5.998,2945138,5.998,2943833
6.0,2956057,6.0,2943636,6.0,2950205,6.0,2952862,6.0,2949610,6.0,2939858,6.0,2941272,6.0,2940617,6.0,2941460,6.0,2940381,6.0,2946246,6.0,2944766,6.0,2940763,6.0,2933211,6.0,2946116,6.0,2944699
6.002,2956941,6.002,2944476,6.002,2951155,6.002,2953784,6.002,2950635,6.002,2940890,6.002,2942569,6.002,2941605,6.002,2942511,6.002,2941431,6.002,2947011,6.002,2945606,6.002,2941529,6.002,2934011,6.002,2946839,6.002,2945399
6.003,2957965,6.003,2945374,6.003,2952123,6.003,2954802,6.003,2951494,6.003,2941838,6.003,2943780,6.003,2942335,6.003,2943306,6.003,2942471,6.003,2947826,6.003,2946731,6.003,2942498,6.003,2934941,6.003,2947803,6.003,2946054
6.005,2959039,6.005,2946545,6.005,2953436,6.005,2955881,6.005,2952318,6.005,2943135,6.005,2945314,6.005,2943508,6.005,2944148,6.005,2943695,6.005,2948963,6.005,2947843,6.005,2943445,6.005,2935724,6.005,2948561,6.005,2946970
6.007,2960254,6.007,2947948,6.007,2955006,6.007,2957227,6.007,2953542,6.007,2944634,6.007,2947034,6.007,2944973,6.007,2945501,6.007,2945196,6.007,2950275,6.007,2949511,6.007,2944841,6.007,2936925,6.007,2949702,6.007,2948346
6.008,2961897,6.008,2949917,6.008,2956740,6.008,2958872,6.008,2955292,6.008,2946650,6.008,2949290,6.008,2946833,6.008,2947456,6.008,2947371,6.008,2952341,6.008,2951593,6.008,2946858,6.008,2938478,6.008,2951248,6.008,2950415
6.01,2964326,6.01,2952441,6.01,2959216,6.01,2961267,6.01,2957646,6.01,2949196,6.01,2952403,6.01,2949176,6.01,2950346,6.01,2950299,6.01,2955226,6.01,2954753,6.01,2949621,6.01,2940553,6.01,2953684,6.01,2953562
6.012,2967502,6.012,2955706,6.012,2962759,6.012,2964519,6.012,2961013,6.012,2952601,6.012,2956875,6.012,2952775,6.012,2954364,6.012,2954426,6.012,2959273,6.012,2959025,6.012,2953646,6.012,2943816,6.012,2956816,6.012,2958105
6.013,2972195,6.013,2960302,6.013,2967717,6.013,2969048,6.013,2965939,6.013,2957085,6.013,2962755,6.013,2957484,6.013,2959875,6.013,2960140,6.013,2964660,6.013,2965297,6.013,2959276,6.013,2948786,6.013,2961473,6.013,2964241
6.015,2978835,6.015,2966786,6.015,2974900,6.015,2975476,6.015,2972401,6.015,2963236,6.015,2970700,6.015,2964199,6.015,2966978,6.015,2967877,6.015,2972006,6.015,2973667,6.015,2966938,6.015,2955125,6.015,2967826,6.015,2972317
6.017,2987850,6.017,2975438,6.017,2984734,6.017,2984277,6.017,2981205,6.017,2971673,6.017,2981415,6.017,2973250,6.017,2976187,6.017,2978277,6.017,2981712,6.017,2985300,6.017,2976815,6.017,2963955,6.017,2976381,6.017,2982882
6.018,2999937,6.018,2987192,6.018,2997730,6.018,2996049,6.018,2993089,6.018,2983231,6.018,2995118,6.018,2985528,6.018,2988014,6.018,2991922,6.018,2994467,6.018,3000238,6.018,2990167,6.018,2976201,6.018,2987924,6.018,2996596
6.02,3016012,6.02,3002994,6.02,3014705,6.02,3011544,6.02,3008717,6.02,2998620,6.02,3013020,6.02,3001655,6.02,3003527,6.02,3009700,6.02,3011230,6.02,3019871,6.02,3007188,6.02,2991759,6.02,3003343,6.02,3014151
6.022,3036764,6.022,3023593,6.022,3036427,6.022,3031734,6.022,3028910,6.022,3018702,6.022,3036274,6.022,3022897,6.022,3023579,6.022,3032496,6.022,3032767,6.022,3044869,6.022,3029178,6.022,3011866,6.022,3023296,6.022,3036854
6.023,3063247,6.023,3049831,6.023,3063930,6.023,3057254,6.023,3055191,6.023,3044677,6.023,3066169,6.023,3049965,6.023,3049469,6.023,3061971,6.023,3060559,6.023,3076614,6.023,3057284,6.023,3037971,6.023,3048940,6.023,3066079
6.025,3096956,6.025,3083141,6.025,3098618,6.025,3089629,6.025,3088405,6.025,3077652,6.025,3103884,6.025,3084471,6.025,3082481,6.025,3099282,6.025,3095714,6.025,3116493,6.025,3093235,6.025,3071243,6.025,3081853,6.025,3103140
6.027,3139099,6.027,3124618,6.027,3142200,6.027,3130470,6.027,3130194,6.027,3119224,6.027,3151664,6.027,3127840,6.027,3124450,6.027,3146429,6.027,3140000,6.027,3166660,6.027,3138185,6.027,3112745,6.027,3123289,6.027,3150047
6.028,3191698,6.028,3176459,6.028,3196808,6.028,3181587,6.028,3182628,6.028,3171230,6.028,3211443,6.028,3182021,6.028,3176976,6.028,3205445,6.028,3195336,6.028,3229114,6.028,3194771,6.028,3165173,6.028,3175276,6.028,3208900
6.03,3257333,6.03,3241016,6.03,3265202,6.03,3245580,6.03,3248097,6.03,3236454,6.03,3285937,6.03,3249394,6.03,3242701,6.03,3279183,6.03,3264485,6.03,3307043,6.03,3265462,6.03,3230462,6.03,3240440,6.03,3282260
6.032,3338961,6.032,3321723,6.032,3350443,6.032,3325567,6.032,3329488,6.032,3317565,6.032,3378732,6.032,3333283,6.032,3324563,6.032,3370648,6.032,3350478,6.032,3404183,6.032,3353511,6.032,3311842,6.032,3321611,6.032,3373464
6.033,3440610,6.033,3422302,6.033,3456617,6.033,3425221,6.033,3430901,6.033,3418810,6.033,3494495,6.033,3437928,6.033,3426664,6.033,3484861,6.033,3457818,6.033,3525160,6.033,3463208,6.033,3413101,6.033,3422283,6.033,3487339
6.035,3567795,6.035,3548491,6.035,3589341,6.035,3549646,6.035,3557520,6.035,3545123,6.035,3639414,6.035,3568745,6.035,3554030,6.035,3627630,6.035,3591905,6.035,3676543,6.035,3600316,6.035,3539577,6.035,3548085,6.035,3629446
6.037,3727243,6.037,3706576,6.037,3755604,6.037,3705776,6.037,3716119,6.037,3703490,6.037,3821542,6.037,3733101,6.037,3714025,6.037,3807152,6.037,3760386,6.037,3867445,6.037,3772582,6.037,3697742,6.037,3705700,6.037,3808401
6.038,3928879,6.038,3906030,6.038,3965794,6.038,3902596,6.038,3916254,6.038,3903068,6.038,4053483,6.038,3941175,6.038,3916298,6.038,4035485,6.038,3974005,6.038,4112111,6.038,3991020,6.038,3897794,6.038,3904569,6.038,4036298
6.04,4190012,6.04,4162934,6.04,4239118,6.04,4156116,6.04,4174052,6.04,4160580,6.04,4362554,6.04,4211967,6.04,4178780,6.04,4339127,6.04,4253960,6.04,4443275,6.04,4278535,6.04,4156371,6.04,4161599,6.04,4339571
6.042,4549297,6.042,4513549,6.042,4617860,6.042,4501977,6.042,4527059,6.042,4513003,6.042,4801768,6.042,4586690,6.042,4540592,6.042,4768934,6.042,4645032,6.042,4917984,6.042,4682187,6.042,4510915,6.042,4513959,6.042,4769105
6.043,5065865,6.043,5016026,6.043,5161817,6.043,4999056,6.043,5034971,6.043,5021147,6.043,5427875,6.043,5125150,6.043,5061714,6.043,5380011,6.043,5207137,6.043,5584393,6.043,5260136,6.043,5018769,6.043,5019424,6.043,5379797
6.045,5780530,6.045,5715120,6.045,5907833,6.045,5692725,6.045,5743414,6.045,5730571,6.045,6264259,6.045,5864621,6.045,5782169,6.045,6194815,6.045,5972166,6.045,6453887,6.045,6040913,6.045,5719006,6.045,5719021,6.045,6192939
6.047,6695236,6.047,6616891,6.047,6853179,6.047,6591401,6.047,6659237,6.047,6648344,6.047,7292497,6.047,6803289,6.047,6703496,6.047,7195180,6.047,6933120,6.047,7496235,6.047,7013544,6.047,6613128,6.047,6616442,6.047,7190383
6.048,7768723,6.048,7684244,6.048,7949878,6.048,7659377,6.048,7745981,6.048,7737478,6.048,8441103,6.048,7893918,6.048,7782780,6.048,8311194,6.048,8035708,6.048,8624629,6.048,8118789,6.048,7660625,6.048,7672450,6.048,8302293
6.05,8898368,6.05,8820685,6.05,9085898,6.05,8802025,6.05,8905356,6.05,8899755,6.05,9571294,6.05,9026799,6.05,8915920,6.05,9408342,6.05,9161362,6.05,9689565,6.05,9232607,6.05,8761958,6.05,8788655,6.05,9394506
6.052,9926823,6.052,9870872,6.052,10100311,6.052,9864034,6.052,9979292,6.052,9975675,6.052,10522698,6.052,10041808,6.052,9943933,6.052,10330727,6.052,10148514,6.052,10545155,6.052,10195600,6.052,9764680,6.052,9810641,6.052,10311986
6.053,10720463,6.053,10694585,6.053,10865053,6.053,10703223,6.053,10824779,6.053,10822483,6.053,11188630,6.053,10810186,6.053,10734025,6.053,10974414,6.053,10877321,6.053,11105113,6.053,10893527,6.053,10539149,6.053,10605279,6.053,10952452
6.055,11207955,6.055,11213494,6.055,11314907,6.055,11237438,6.055,11361344,6.055,11359383,6.055,11526469,6.055,11266173,6.055,11215553,6.055,11298391,6.055,11290276,6.055,11344354,6.055,11275356,6.055,11015507,6.055,11099125,6.055,11274856
6.057,11376188,6.057,11409589,6.057,11443485,6.057,11447019,6.057,11569509,6.057,11566944,6.057,11549267,6.057,11402406,6.057,11377079,6.057,11316515,6.057,11386894,6.057,11290000,6.057,11345435,6.057,11180990,6.057,11277273,6.057,11293026
6.058,11263848,6.058,11317142,6.058,11296607,6.058,11364863,6.058,11483279,6.058,11479582,6.058,11320977,6.058,11263202,6.058,11258416,6.058,11090901,6.058,11217497,6.058,11014643,6.058,11158082,6.058,11072825,6.058,11175871,6.058,11068114
6.06,10950187,6.06,11014115,6.06,10956801,6.06,11067433,6.06,11181492,6.06,11176101,6.06,10927897,6.06,10930052,6.06,10939882,6.06,10705466,6.06,10865916,6.06,10600019,6.06,10797023,6.06,10767504,6.06,10872166,6.06,10683656
6.062,10512798,6.062,10580122,6.062,10500193,6.062,10635583,6.062,10745681,6.062,10737728,6.062,10438767,6.062,10479198,6.062,10498813,6.062,10226938,6.062,10404979,6.062,10105828,6.062,10332629,6.062,10340226,6.062,10442614,6.062,10205489
6.063,10005227,6.063,10072608,6.063,9979405,6.063,10128294,6.063,10234131,6.063,10223552,6.063,9897777,6.063,9962651,6.063,9989108,6.063,9698129,6.063,9883259,6.063,9569399,6.063,9811127,6.063,9843793,6.063,9941848,6.063,9676210
6.065,9461190,6.065,9526828,6.065,9426286,6.065,9581173,6.065,9682770,6.065,9669436,6.065,9332657,6.065,9412477,6.065,9443677,6.065,9145390,6.065,9331020,6.065,9014143,6.065,9261269,6.065,9310771,6.065,9403700,6.065,9122174
6.067,8902690,6.067,8965766,6.067,8861680,6.067,9017187,6.067,9115302,6.067,9098872,6.067,8762068,6.067,8849466,6.067,8884409,6.067,8586610,6.067,8768431,6.067,8456787,6.067,8702511,6.067,8762787,6.067,8850056,6.067,8562462
6.068,8345029,6.068,8404778,6.068,8300552,6.068,8452953,6.068,8547615,6.068,8528847,6.068,8199234,6.068,8288906,6.068,8326603,6.068,8034692,6.068,8209678,6.068,7908576,6.068,8148482,6.068,8214876,6.068,8296616,6.068,8009547
6.07,7798263,6.07,7855174,6.07,7752609,6.07,7899330,6.07,7990607,6.07,7970176,6.07,7651813,6.07,7740630,6.07,7780057,6.07,7497945,6.07,7664132,6.07,7376999,6.07,7608214,6.07,7677373,6.07,7753849,6.07,7471731
6.072,7269697,6.072,7323538,6.072,7223709,6.072,7363343,6.072,7451443,6.072,7429484,6.072,7124993,6.072,7211314,6.072,7251676,6.072,6981285,6.072,7138029,6.072,6865949,6.072,7087503,6.072,7157080,6.072,7228519,6.072,6954361
6.073,6762833,6.073,6813855,6.073,6717472,6.073,6849359,6.073,6934640,6.073,6911156,6.073,6621798,6.073,6704468,6.073,6745117,6.073,6487751,6.073,6634608,6.073,6378331,6.073,6589198,6.073,6658022,6.073,6724526,6.073,6460391
6.075,6279810,6.075,6327930,6.075,6235615,6.075,6359683,6.075,6442200,6.075,6417402,6.075,6143047,6.075,6222130,6.075,6262563,6.075,6018472,6.075,6155563,6.075,5914360,6.075,6114535,6.075,6182135,6.075,6244301,6.075,5990333
6.077,5820364,6.077,5865923,6.077,5777574,6.077,5894281,6.077,5974265,6.077,5947689,6.077,5687574,6.077,5763844,6.077,5803493,6.077,5572371,6.077,5700445,6.077,5472892,6.077,5663194,6.077,5729469,6.077,5787349,6.077,5543449
6.078,5383576,6.078,5426297,6.078,5341926,6.078,5451980,6.078,5529462,6.078,5501115,6.078,5254167,6.078,5328089,6.078,5367162,6.078,5147385,6.078,5267440,6.078,5051947,6.078,5233537,6.078,5298614,6.078,5352785,6.078,5118090
6.08,4966796,6.08,5007197,6.08,4926408,6.08,5030467,6.08,5105509,6.08,5075490,6.08,4840454,6.08,4912354,6.08,4950792,6.08,4741039,6.08,4854452,6.08,4649524,6.08,4823110,6.08,4887161,6.08,4938277,6.08,4711666
6.082,4567807,6.082,4605996,6.082,4528193,6.082,4626897,6.082,4699606,6.082,4668363,6.082,4443255,6.082,4514362,6.082,4552213,6.082,4350553,6.082,4458677,6.082,4262325,6.082,4429408,6.082,4492730,6.082,4541328,6.082,4321047
6.083,4183408,6.083,4219664,6.083,4144285,6.083,4238309,6.083,4308681,6.083,4276612,6.083,4059948,6.083,4130767,6.083,4167947,6.083,3973276,6.083,4077038,6.083,3887858,6.083,4049861,6.083,4112368,6.083,4158575,6.083,3943915
