X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48
6.103,1804405,6.103,208251,6.103,345818,6.103,241682,6.103,335948,6.103,463409,6.103,378990,6.103,393889,6.103,517701,6.103,334614,6.103,555618,6.103,428035,6.103,492049,6.103,634953,6.103,519475,6.103,385918,6.103,406641,6.103,397268,6.103,409350,6.103,501341,6.103,457213,6.103,397644,6.103,354621,6.103,364962,6.103,501583,6.103,342427,6.103,446660,6.103,563537,6.103,471784,6.103,425279,6.103,660031,6.103,410572,6.103,335630,6.103,638495,6.103,337870,6.103,334646,6.103,450535,6.103,397893,6.103,441487,6.103,334393,6.103,413921,6.103,296638,6.103,562672,6.103,474214,6.103,505117,6.103,344228,6.103,688930,6.103,441065
6.105,1603553,6.105,19407,6.105,151363,6.105,43390,6.105,142474,6.105,261963,6.105,187814,6.105,201284,6.105,316065,6.105,151428,6.105,350870,6.105,235827,6.105,292121,6.105,423287,6.105,317760,6.105,196922,6.105,216961,6.105,207845,6.105,219086,6.105,301768,6.105,262972,6.105,208756,6.105,169140,6.105,179046,6.105,303048,6.105,158479,6.105,252707,6.105,358867,6.105,275547,6.105,232974,6.105,446627,6.105,218067,6.105,149445,6.105,425687,6.105,152664,6.105,150577,6.105,255081,6.105,208457,6.105,247460,6.105,151456,6.105,223960,6.105,116761,6.105,359282,6.105,279222,6.105,306281,6.105,159113,6.105,472405,6.105,247764
6.107,1421010,6.107,-151789,6.107,-24618,6.107,-136021,6.107,-32700,6.107,79610,6.107,14812,6.107,27068,6.107,132570,6.107,-14283,6.107,164539,6.107,61476,6.107,110524,6.107,230569,6.107,134704,6.107,25301,6.107,45121,6.107,36504,6.107,46620,6.107,120565,6.107,86914,6.107,37884,6.107,1347,6.107,10788,6.107,123004,6.107,-7859,6.107,76771,6.107,172832,6.107,97475,6.107,58504,6.107,252128,6.107,43450,6.107,-19211,6.107,232072,6.107,-14771,6.107,-16298,6.107,77810,6.107,36659,6.107,71710,6.107,-14091,6.107,52073,6.107,-46024,6.107,174545,6.107,102901,6.107,126073,6.107,-8512,6.107,275239,6.107,72292
6.108,1255306,6.108,-306719,6.108,-183556,6.108,-297755,6.108,-190764,6.108,-85379,6.108,-141620,6.108,-130239,6.108,-33549,6.108,-164047,6.108,-4149,6.108,-96458,6.108,-53951,6.108,56034,6.108,-30944,6.108,-129648,6.108,-110274,6.108,-118351,6.108,-109683,6.108,-43682,6.108,-72326,6.108,-116657,6.108,-150225,6.108,-141397,6.108,-40081,6.108,-158414,6.108,-82381,6.108,4677,6.108,-63556,6.108,-99439,6.108,75602,6.108,-114384,6.108,-171407,6.108,56439,6.108,-166117,6.108,-167222,6.108,-82435,6.108,-118972,6.108,-86983,6.108,-163499,6.108,-103311,6.108,-193100,6.108,7197,6.108,-56448,6.108,-36772,6.108,-159876,6.108,96462,6.108,-86400
6.11,1105370,6.11,-446782,6.11,-326922,6.11,-443188,6.11,-333242,6.11,-234270,6.11,-282524,6.11,-271973,6.11,-183673,6.11,-299246,6.11,-156667,6.11,-239080,6.11,-202842,6.11,-101583,6.11,-180874,6.11,-269487,6.11,-250689,6.11,-258187,6.11,-251054,6.11,-191995,6.11,-215864,6.11,-256279,6.11,-286985,6.11,-278639,6.11,-187579,6.11,-294247,6.11,-226100,6.11,-147498,6.11,-209416,6.11,-241979,6.11,-83994,6.11,-257042,6.11,-308871,6.11,-102485,6.11,-302809,6.11,-303685,6.11,-226991,6.11,-259584,6.11,-230133,6.11,-298681,6.11,-243445,6.11,-325979,6.11,-144232,6.11,-200319,6.11,-184194,6.11,-296553,6.11,-65263,6.11,-229686
6.112,969908,6.112,-573110,6.112,-455953,6.112,-574082,6.112,-461662,6.112,-368562,6.112,-409494,6.112,-399419,6.112,-318829,6.112,-421309,6.112,-294112,6.112,-368091,6.112,-337056,6.112,-244273,6.112,-316322,6.112,-395704,6.112,-377295,6.112,-384682,6.112,-378933,6.112,-326301,6.112,-345247,6.112,-382583,6.112,-410447,6.112,-402784,6.112,-320815,6.112,-416957,6.112,-355852,6.112,-285077,6.112,-341182,6.112,-370746,6.112,-228215,6.112,-385782,6.112,-432818,6.112,-245625,6.112,-426175,6.112,-426841,6.112,-357465,6.112,-386766,6.112,-359611,6.112,-420922,6.112,-370180,6.112,-446129,6.112,-280654,6.112,-329935,6.112,-317248,6.112,-420178,6.112,-211468,6.112,-359164
6.113,847178,6.113,-687244,6.113,-572484,6.113,-691899,6.113,-577297,6.113,-489670,6.113,-524209,6.113,-514388,6.113,-441090,6.113,-531976,6.113,-418275,6.113,-484574,6.113,-458489,6.113,-373009,6.113,-438799,6.113,-509854,6.113,-491751,6.113,-498996,6.113,-494525,6.113,-447710,6.113,-462442,6.113,-496568,6.113,-522179,6.113,-515023,6.113,-441215,6.113,-528134,6.113,-473217,6.113,-409455,6.113,-460341,6.113,-487400,6.113,-358466,6.113,-502186,6.113,-545123,6.113,-374884,6.113,-537864,6.113,-538247,6.113,-475539,6.113,-502066,6.113,-476625,6.113,-531458,6.113,-485191,6.113,-554903,6.113,-403927,6.113,-447363,6.113,-437295,6.113,-532265,6.113,-343508,6.113,-476103
6.115,735840,6.115,-790530,6.115,-677450,6.115,-797974,6.115,-681691,6.115,-599351,6.115,-628071,6.115,-618626,6.115,-551473,6.115,-632438,6.115,-530530,6.115,-590257,6.115,-568544,6.115,-489526,6.115,-549615,6.115,-613032,6.115,-595252,6.115,-602919,6.115,-599243,6.115,-557711,6.115,-568714,6.115,-600083,6.115,-623630,6.115,-616860,6.115,-550338,6.115,-629262,6.115,-579634,6.115,-521972,6.115,-568217,6.115,-592890,6.115,-476311,6.115,-607664,6.115,-647022,6.115,-491808,6.115,-639187,6.115,-639187,6.115,-582559,6.115,-606435,6.115,-582912,6.115,-631797,6.115,-589780,6.115,-653643,6.115,-515663,6.115,-554111,6.115,-545939,6.115,-634040,6.115,-463000,6.115,-582128
6.117,634794,6.117,-884131,6.117,-772372,6.117,-893965,6.117,-776200,6.117,-698779,6.117,-722170,6.117,-713411,6.117,-651684,6.117,-723901,6.117,-632221,6.117,-686231,6.117,-668225,6.117,-595370,6.117,-650101,6.117,-707102,6.117,-689357,6.117,-697394,6.117,-694240,6.117,-657347,6.117,-665281,6.117,-694163,6.117,-716077,6.117,-709531,6.117,-649344,6.117,-721105,6.117,-676155,6.117,-624202,6.117,-666263,6.117,-688649,6.117,-583091,6.117,-703447,6.117,-739929,6.117,-597618,6.117,-731216,6.117,-730991,6.117,-679828,6.117,-700942,6.117,-679522,6.117,-723248,6.117,-684734,6.117,-743687,6.117,-616801,6.117,-651294,6.117,-644921,6.117,-726755,6.117,-571110,6.117,-678588
6.118,542661,6.118,-969087,6.118,-858378,6.118,-981250,6.118,-861827,6.118,-788840,6.118,-808202,6.118,-800002,6.118,-742869,6.118,-807397,6.118,-724703,6.118,-773765,6.118,-758870,6.118,-691840,6.118,-741473,6.118,-793082,6.118,-775327,6.118,-783766,6.118,-780818,6.118,-748115,6.118,-753625,6.118,-780185,6.118,-800593,6.118,-794493,6.118,-739495,6.118,-805188,6.118,-764429,6.118,-717169,6.118,-755341,6.118,-776127,6.118,-680118,6.118,-790810,6.118,-824650,6.118,-693660,6.118,-815206,6.118,-814791,6.118,-768642,6.118,-787272,6.118,-767801,6.118,-806574,6.118,-771657,6.118,-826006,6.118,-708590,6.118,-740300,6.118,-734944,6.118,-811439,6.118,-669213,6.118,-766831
6.12,458057,6.12,-1046900,6.12,-936776,6.12,-1060500,6.12,-939796,6.12,-870826,6.12,-886905,6.12,-879537,6.12,-826446,6.12,-884210,6.12,-809502,6.12,-853898,6.12,-841819,6.12,-779866,6.12,-824755,6.12,-871690,6.12,-854430,6.12,-863026,6.12,-860173,6.12,-830874,6.12,-834625,6.12,-858888,6.12,-878262,6.12,-872413,6.12,-822094,6.12,-882483,6.12,-845396,6.12,-802170,6.12,-836717,6.12,-856338,6.12,-768646,6.12,-871054,6.12,-902467,6.12,-781763,6.12,-892477,6.12,-891938,6.12,-850022,6.12,-866624,6.12,-848625,6.12,-883036,6.12,-851054,6.12,-901570,6.12,-792679,6.12,-822211,6.12,-817514,6.12,-889207,6.12,-758551,6.12,-847766
6.122,380519,6.122,-1118132,6.122,-1007942,6.122,-1132905,6.122,-1011223,6.122,-945733,6.122,-958913,6.122,-952900,6.122,-903048,6.122,-954911,6.122,-887373,6.122,-927673,6.122,-917802,6.122,-860626,6.122,-901365,6.122,-944225,6.122,-927507,6.122,-936051,6.122,-933254,6.122,-907003,6.122,-908972,6.122,-931561,6.122,-949828,6.122,-944319,6.122,-898180,6.122,-953839,6.122,-919892,6.122,-880151,6.122,-911370,6.122,-929919,6.122,-849756,6.122,-944636,6.122,-974088,6.122,-862244,6.122,-963602,6.122,-963040,6.122,-924634,6.122,-939610,6.122,-923239,6.122,-953810,6.122,-923925,6.122,-971138,6.122,-869939,6.122,-897390,6.122,-893592,6.122,-960843,6.122,-840146,6.122,-922209
6.123,309026,6.123,-1183742,6.123,-1073432,6.123,-1199243,6.123,-1076990,6.123,-1014298,6.123,-1025311,6.123,-1020537,6.123,-973606,6.123,-1020382,6.123,-959070,6.123,-995856,6.123,-987738,6.123,-934750,6.123,-972031,6.123,-1011504,6.123,-995430,6.123,-1003372,6.123,-1000772,6.123,-977181,6.123,-977597,6.123,-998880,6.123,-1016132,6.123,-1010961,6.123,-968221,6.123,-1019927,6.123,-988529,6.123,-952041,6.123,-980471,6.123,-998113,6.123,-924232,6.123,-1012633,6.123,-1040238,6.123,-936245,6.123,-1029669,6.123,-1028944,6.123,-993451,6.123,-1007280,6.123,-992009,6.123,-1019379,6.123,-991021,6.123,-1035645,6.123,-941044,6.123,-966975,6.123,-963840,6.123,-1027171,6.123,-915055,6.123,-990794
6.125,242690,6.125,-1244357,6.125,-1133848,6.125,-1260165,6.125,-1137693,6.125,-1077218,6.125,-1086761,6.125,-1083159,6.125,-1038759,6.125,-1081073,6.125,-1025478,6.125,-1059107,6.125,-1052566,6.125,-1003200,6.125,-1037552,6.125,-1074005,6.125,-1058549,6.125,-1065915,6.125,-1063488,6.125,-1042350,6.125,-1041075,6.125,-1061331,6.125,-1077813,6.125,-1072707,6.125,-1033103,6.125,-1081448,6.125,-1052432,6.125,-1018554,6.125,-1044642,6.125,-1061513,6.125,-993092,6.125,-1075744,6.125,-1101780,6.125,-1004863,6.125,-1091304,6.125,-1090269,6.125,-1057287,6.125,-1070435,6.125,-1055944,6.125,-1080571,6.125,-1053479,6.125,-1095627,6.125,-1007094,6.125,-1031629,6.125,-1029008,6.125,-1089034,6.125,-984333,6.125,-1054473
6.127,181056,6.127,-1300601,6.127,-1189682,6.127,-1316205,6.127,-1193982,6.127,-1135664,6.127,-1143786,6.127,-1141077,6.127,-1099521,6.127,-1138007,6.127,-1087244,6.127,-1118189,6.127,-1113043,6.127,-1066626,6.127,-1098370,6.127,-1132057,6.127,-1117308,6.127,-1124095,6.127,-1122176,6.127,-1103102,6.127,-1099999,6.127,-1119507,6.127,-1135444,6.127,-1130193,6.127,-1093679,6.127,-1138902,6.127,-1111743,6.127,-1080503,6.127,-1104396,6.127,-1120463,6.127,-1057034,6.127,-1134642,6.127,-1159262,6.127,-1068598,6.127,-1148872,6.127,-1147715,6.127,-1116660,6.127,-1129315,6.127,-1115630,6.127,-1137864,6.127,-1111621,6.127,-1151808,6.127,-1068671,6.127,-1091578,6.127,-1089800,6.127,-1146985,6.127,-1048774,6.127,-1113691
6.128,123723,6.128,-1352608,6.128,-1241274,6.128,-1368370,6.128,-1246366,6.128,-1189850,6.128,-1196914,6.128,-1195163,6.128,-1156101,6.128,-1191284,6.128,-1144953,6.128,-1173445,6.128,-1169475,6.128,-1125476,6.128,-1155383,6.128,-1186776,6.128,-1172066,6.128,-1178411,6.128,-1177074,6.128,-1159968,6.128,-1155169,6.128,-1174285,6.128,-1189359,6.128,-1183868,6.128,-1150100,6.128,-1192662,6.128,-1167249,6.128,-1138293,6.128,-1160416,6.128,-1175815,6.128,-1116516,6.128,-1189462,6.128,-1213076,6.128,-1127806,6.128,-1202746,6.128,-1201562,6.128,-1172215,6.128,-1184128,6.128,-1171585,6.128,-1191590,6.128,-1166435,6.128,-1204604,6.128,-1126307,6.128,-1147508,6.128,-1146523,6.128,-1201160,6.128,-1108642,6.128,-1169052
6.13,70005,6.13,-1401037,6.13,-1289553,6.13,-1416828,6.13,-1295301,6.13,-1240473,6.13,-1246846,6.13,-1245525,6.13,-1209216,6.13,-1241421,6.13,-1198846,6.13,-1225363,6.13,-1222569,6.13,-1180585,6.13,-1208750,6.13,-1238028,6.13,-1223481,6.13,-1229417,6.13,-1228811,6.13,-1213212,6.13,-1207108,6.13,-1225983,6.13,-1240111,6.13,-1234444,6.13,-1202943,6.13,-1243294,6.13,-1219220,6.13,-1192470,6.13,-1212948,6.13,-1228117,6.13,-1172191,6.13,-1241107,6.13,-1263761,6.13,-1183386,6.13,-1253526,6.13,-1252284,6.13,-1224577,6.13,-1235688,6.13,-1223789,6.13,-1241931,6.13,-1218152,6.13,-1254483,6.13,-1180217,6.13,-1200028,6.13,-1199745,6.13,-1251980,6.13,-1164980,6.13,-1221108
6.132,19711,6.132,-1446073,6.132,-1334586,6.132,-1462384,6.132,-1341062,6.132,-1287928,6.132,-1293763,6.132,-1292901,6.132,-1259319,6.132,-1288729,6.132,-1249763,6.132,-1274320,6.132,-1272664,6.132,-1232502,6.132,-1259189,6.132,-1286200,6.132,-1271761,6.132,-1277712,6.132,-1277700,6.132,-1263446,6.132,-1256122,6.132,-1274572,6.132,-1288113,6.132,-1282149,6.132,-1252837,6.132,-1291170,6.132,-1268384,6.132,-1243535,6.132,-1262174,6.132,-1277369,6.132,-1224454,6.132,-1289751,6.132,-1311679,6.132,-1235727,6.132,-1301296,6.132,-1300267,6.132,-1274113,6.132,-1284324,6.132,-1273029,6.132,-1289594,6.132,-1267201,6.132,-1301670,6.132,-1231369,6.132,-1249355,6.132,-1249954,6.132,-1300103,6.132,-1217784,6.132,-1270221
6.133,-27400,6.133,-1488286,6.133,-1376595,6.133,-1505202,6.133,-1384003,6.133,-1332594,6.133,-1338208,6.133,-1337396,6.133,-1306644,6.133,-1333792,6.133,-1298036,6.133,-1320564,6.133,-1320240,6.133,-1281579,6.133,-1307020,6.133,-1331688,6.133,-1317505,6.133,-1323422,6.133,-1323990,6.133,-1310968,6.133,-1302768,6.133,-1320734,6.133,-1333633,6.133,-1327637,6.133,-1300224,6.133,-1336677,6.133,-1314860,6.133,-1291834,6.133,-1308825,6.133,-1323915,6.133,-1273619,6.133,-1335574,6.133,-1356944,6.133,-1284782,6.133,-1346576,6.133,-1345664,6.133,-1321063,6.133,-1330231,6.133,-1319672,6.133,-1334686,6.133,-1313591,6.133,-1346526,6.133,-1279747,6.133,-1295998,6.133,-1297260,6.133,-1345435,6.133,-1267588,6.133,-1316519
6.135,-71714,6.135,-1527968,6.135,-1415994,6.135,-1545722,6.135,-1424598,6.135,-1374631,6.135,-1380338,6.135,-1379815,6.135,-1350949,6.135,-1376268,6.135,-1343509,6.135,-1364483,6.135,-1365349,6.135,-1328213,6.135,-1352626,6.135,-1375255,6.135,-1360906,6.135,-1367139,6.135,-1367979,6.135,-1356126,6.135,-1347228,6.135,-1364561,6.135,-1376694,6.135,-1370916,6.135,-1344914,6.135,-1380123,6.135,-1358949,6.135,-1337371,6.135,-1353123,6.135,-1368175,6.135,-1320031,6.135,-1378977,6.135,-1400053,6.135,-1331069,6.135,-1389610,6.135,-1388706,6.135,-1365815,6.135,-1373774,6.135,-1363464,6.135,-1377716,6.135,-1357651,6.135,-1389064,6.135,-1325822,6.135,-1340385,6.135,-1342194,6.135,-1388334,6.135,-1314557,6.135,-1360474
6.137,-113340,6.137,-1565362,6.137,-1453336,6.137,-1584069,6.137,-1463112,6.137,-1414500,6.137,-1420546,6.137,-1419948,6.137,-1393003,6.137,-1416712,6.137,-1386552,6.137,-1406051,6.137,-1408332,6.137,-1372884,6.137,-1395899,6.137,-1416676,6.137,-1402393,6.137,-1408803,6.137,-1410190,6.137,-1399098,6.137,-1389458,6.137,-1406156,6.137,-1418056,6.137,-1412595,6.137,-1387658,6.137,-1421633,6.137,-1400876,6.137,-1380672,6.137,-1395085,6.137,-1409992,6.137,-1364211,6.137,-1420518,6.137,-1441229,6.137,-1375015,6.137,-1430505,6.137,-1429466,6.137,-1408265,6.137,-1415456,6.137,-1405045,6.137,-1418824,6.137,-1399291,6.137,-1429770,6.137,-1369600,6.137,-1382654,6.137,-1384944,6.137,-1429477,6.137,-1359467,6.137,-1402378
6.138,-152561,6.138,-1600617,6.138,-1488779,6.138,-1620678,6.138,-1499728,6.138,-1452304,6.138,-1458970,6.138,-1458279,6.138,-1432886,6.138,-1455201,6.138,-1427631,6.138,-1445684,6.138,-1449532,6.138,-1415443,6.138,-1437021,6.138,-1456302,6.138,-1441924,6.138,-1448722,6.138,-1450371,6.138,-1440014,6.138,-1429738,6.138,-1445636,6.138,-1457524,6.138,-1452240,6.138,-1428329,6.138,-1461206,6.138,-1441113,6.138,-1421831,6.138,-1435373,6.138,-1449524,6.138,-1406154,6.138,-1460112,6.138,-1480565,6.138,-1416754,6.138,-1469335,6.138,-1468393,6.138,-1448726,6.138,-1455020,6.138,-1445000,6.138,-1458183,6.138,-1438898,6.138,-1468782,6.138,-1411505,6.138,-1423253,6.138,-1425772,6.138,-1468892,6.138,-1401873,6.138,-1442593
6.14,-189800,6.14,-1634135,6.14,-1522292,6.14,-1655582,6.14,-1534794,6.14,-1488514,6.14,-1495664,6.14,-1494793,6.14,-1470656,6.14,-1491939,6.14,-1466589,6.14,-1483447,6.14,-1488755,6.14,-1456010,6.14,-1476102,6.14,-1494316,6.14,-1480050,6.14,-1486860,6.14,-1488829,6.14,-1479059,6.14,-1468305,6.14,-1483455,6.14,-1495205,6.14,-1490277,6.14,-1467404,6.14,-1498984,6.14,-1479446,6.14,-1460960,6.14,-1474030,6.14,-1487443,6.14,-1446202,6.14,-1497852,6.14,-1518180,6.14,-1456544,6.14,-1506719,6.14,-1505556,6.14,-1487516,6.14,-1492749,6.14,-1483422,6.14,-1495759,6.14,-1476650,6.14,-1506198,6.14,-1451092,6.14,-1462052,6.14,-1464898,6.14,-1506575,6.14,-1442246,6.14,-1481028
6.142,-225322,6.142,-1665872,6.142,-1554341,6.142,-1689091,6.142,-1568386,6.142,-1523406,6.142,-1530457,6.142,-1529836,6.142,-1506712,6.142,-1526886,6.142,-1503727,6.142,-1519860,6.142,-1526143,6.142,-1494717,6.142,-1513387,6.142,-1530852,6.142,-1516588,6.142,-1523511,6.142,-1525877,6.142,-1516505,6.142,-1505070,6.142,-1519550,6.142,-1530975,6.142,-1526586,6.142,-1504532,6.142,-1534943,6.142,-1516130,6.142,-1498412,6.142,-1510719,6.142,-1523857,6.142,-1484591,6.142,-1534418,6.142,-1554311,6.142,-1494786,6.142,-1542340,6.142,-1541439,6.142,-1524389,6.142,-1528945,6.142,-1520139,6.142,-1531615,6.142,-1512884,6.142,-1541960,6.142,-1488904,6.142,-1499251,6.142,-1502437,6.142,-1542691,6.142,-1480731,6.142,-1518139
6.143,-259224,6.143,-1696018,6.143,-1585137,6.143,-1721176,6.143,-1600552,6.143,-1556879,6.143,-1563616,6.143,-1563185,6.143,-1541535,6.143,-1560443,6.143,-1539369,6.143,-1554538,6.143,-1561887,6.143,-1531591,6.143,-1548847,6.143,-1565538,6.143,-1551757,6.143,-1558423,6.143,-1561470,6.143,-1552307,6.143,-1540339,6.143,-1554227,6.143,-1565491,6.143,-1561397,6.143,-1540336,6.143,-1569262,6.143,-1551412,6.143,-1534561,6.143,-1545887,6.143,-1558789,6.143,-1521468,6.143,-1569398,6.143,-1588977,6.143,-1531629,6.143,-1576694,6.143,-1575813,6.143,-1559579,6.143,-1563706,6.143,-1555861,6.143,-1565814,6.143,-1547801,6.143,-1576386,6.143,-1524795,6.143,-1534978,6.143,-1538332,6.143,-1577456,6.143,-1517795,6.143,-1553684
6.145,-291796,6.145,-1724567,6.145,-1614627,6.145,-1751968,6.145,-1631605,6.145,-1589257,6.145,-1595182,6.145,-1595263,6.145,-1574727,6.145,-1592289,6.145,-1573544,6.145,-1587930,6.145,-1595912,6.145,-1566595,6.145,-1582961,6.145,-1598795,6.145,-1585497,6.145,-1592015,6.145,-1595213,6.145,-1586701,6.145,-1574270,6.145,-1587545,6.145,-1598194,6.145,-1594430,6.145,-1574633,6.145,-1602041,6.145,-1585416,6.145,-1569206,6.145,-1579834,6.145,-1592452,6.145,-1556734,6.145,-1602817,6.145,-1622204,6.145,-1566790,6.145,-1609816,6.145,-1609199,6.145,-1593410,6.145,-1596948,6.145,-1589996,6.145,-1598523,6.145,-1581563,6.145,-1609356,6.145,-1559156,6.145,-1569266,6.145,-1572765,6.145,-1610528,6.145,-1553105,6.145,-1587474
6.147,-322960,6.147,-1751838,6.147,-1642969,6.147,-1781437,6.147,-1661256,6.147,-1620460,6.147,-1625402,6.147,-1626230,6.147,-1606717,6.147,-1622935,6.147,-1606424,6.147,-1620087,6.147,-1628140,6.147,-1599925,6.147,-1615612,6.147,-1630873,6.147,-1617707,6.147,-1624140,6.147,-1627570,6.147,-1619903,6.147,-1606782,6.147,-1619450,6.147,-1629608,6.147,-1626082,6.147,-1607701,6.147,-1633609,6.147,-1617929,6.147,-1602529,6.147,-1612306,6.147,-1624978,6.147,-1590553,6.147,-1635039,6.147,-1653922,6.147,-1600710,6.147,-1641864,6.147,-1641253,6.147,-1625663,6.147,-1629038,6.147,-1622052,6.147,-1629836,6.147,-1614116,6.147,-1640965,6.147,-1592041,6.147,-1601987,6.147,-1605812,6.147,-1642367,6.147,-1587182,6.147,-1619670
6.148,-352716,6.148,-1777805,6.148,-1670482,6.148,-1809642,6.148,-1689696,6.148,-1650217,6.148,-1654157,6.148,-1656028,6.148,-1637379,6.148,-1652182,6.148,-1637826,6.148,-1650700,6.148,-1658944,6.148,-1631879,6.148,-1647065,6.148,-1661607,6.148,-1648234,6.148,-1654779,6.148,-1658481,6.148,-1651564,6.148,-1637916,6.148,-1650227,6.148,-1659714,6.148,-1656233,6.148,-1639184,6.148,-1663852,6.148,-1649225,6.148,-1634755,6.148,-1643452,6.148,-1656075,6.148,-1623189,6.148,-1666112,6.148,-1684371,6.148,-1633236,6.148,-1672333,6.148,-1671905,6.148,-1656153,6.148,-1659917,6.148,-1652502,6.148,-1659914,6.148,-1645382,6.148,-1671049,6.148,-1623873,6.148,-1633504,6.148,-1637423,6.148,-1672734,6.148,-1620268,6.148,-1650605
6.15,-380984,6.15,-1802653,6.15,-1696796,6.15,-1836697,6.15,-1717037,6.15,-1678455,6.15,-1681937,6.15,-1684609,6.15,-1666730,6.15,-1680306,6.15,-1667788,6.15,-1679727,6.15,-1688179,6.15,-1662316,6.15,-1677000,6.15,-1690973,6.15,-1677353,6.15,-1683764,6.15,-1687884,6.15,-1681637,6.15,-1667977,6.15,-1679895,6.15,-1688921,6.15,-1685168,6.15,-1669621,6.15,-1693114,6.15,-1679122,6.15,-1665561,6.15,-1673504,6.15,-1685789,6.15,-1654384,6.15,-1695784,6.15,-1713440,6.15,-1664368,6.15,-1701760,6.15,-1700901,6.15,-1685804,6.15,-1689476,6.15,-1681558,6.15,-1688916,6.15,-1675385,6.15,-1699912,6.15,-1654490,6.15,-1663535,6.15,-1667709,6.15,-1701891,6.15,-1652027,6.15,-1679964
6.152,-407656,6.152,-1826227,6.152,-1721950,6.152,-1862664,6.152,-1743462,6.152,-1705650,6.152,-1708603,6.152,-1712121,6.152,-1694895,6.152,-1707121,6.152,-1696601,6.152,-1707397,6.152,-1715994,6.152,-1691389,6.152,-1705789,6.152,-1719135,6.152,-1705011,6.152,-1711532,6.152,-1715523,6.152,-1710216,6.152,-1696530,6.152,-1708186,6.152,-1716851,6.152,-1712862,6.152,-1698564,6.152,-1720886,6.152,-1707684,6.152,-1694907,6.152,-1702437,6.152,-1714281,6.152,-1684290,6.152,-1724227,6.152,-1741096,6.152,-1694012,6.152,-1729618,6.152,-1728615,6.152,-1714205,6.152,-1717757,6.152,-1709033,6.152,-1716657,6.152,-1703787,6.152,-1727513,6.152,-1684054,6.152,-1692132,6.152,-1696646,6.152,-1729604,6.152,-1682196,6.152,-1707949
6.153,-432492,6.153,-1849039,6.153,-1745841,6.153,-1887292,6.153,-1768616,6.153,-1731528,6.153,-1734214,6.153,-1738084,6.153,-1722005,6.153,-1732931,6.153,-1723798,6.153,-1733786,6.153,-1742676,6.153,-1719174,6.153,-1733205,6.153,-1745786,6.153,-1731285,6.153,-1737874,6.153,-1741844,6.153,-1737264,6.153,-1723678,6.153,-1735112,6.153,-1743532,6.153,-1739420,6.153,-1726026,6.153,-1747429,6.153,-1734597,6.153,-1722876,6.153,-1729981,6.153,-1741588,6.153,-1712874,6.153,-1751396,6.153,-1767550,6.153,-1722636,6.153,-1756079,6.153,-1754809,6.153,-1741350,6.153,-1744756,6.153,-1735494,6.153,-1743127,6.153,-1730659,6.153,-1753979,6.153,-1712129,6.153,-1719442,6.153,-1724394,6.153,-1755990,6.153,-1711000,6.153,-1734963
6.155,-455751,6.155,-1870674,6.155,-1768403,6.155,-1910884,6.155,-1793007,6.155,-1756159,6.155,-1758436,6.155,-1762469,6.155,-1747680,6.155,-1757367,6.155,-1749468,6.155,-1758604,6.155,-1768219,6.155,-1745762,6.155,-1759538,6.155,-1770807,6.155,-1756422,6.155,-1762960,6.155,-1766830,6.155,-1762768,6.155,-1749396,6.155,-1760807,6.155,-1768882,6.155,-1764847,6.155,-1752133,6.155,-1772364,6.155,-1760180,6.155,-1749342,6.155,-1756270,6.155,-1767716,6.155,-1740232,6.155,-1777164,6.155,-1792677,6.155,-1749873,6.155,-1781086,6.155,-1779783,6.155,-1767413,6.155,-1770401,6.155,-1761901,6.155,-1768417,6.155,-1756028,6.155,-1778978,6.155,-1738979,6.155,-1745487,6.155,-1750766,6.155,-1780951,6.155,-1738334,6.155,-1760387
6.157,-477201,6.157,-1891142,6.157,-1789580,6.157,-1933365,6.157,-1816191,6.157,-1779697,6.157,-1781577,6.157,-1785637,6.157,-1772110,6.157,-1780651,6.157,-1774207,6.157,-1782487,6.157,-1792528,6.157,-1770919,6.157,-1784221,6.157,-1794414,6.157,-1780330,6.157,-1786977,6.157,-1790383,6.157,-1787080,6.157,-1773801,6.157,-1785095,6.157,-1792776,6.157,-1789129,6.157,-1777147,6.157,-1795932,6.157,-1784453,6.157,-1774424,6.157,-1781334,6.157,-1792746,6.157,-1765909,6.157,-1801521,6.157,-1816440,6.157,-1775733,6.157,-1804881,6.157,-1803342,6.157,-1792562,6.157,-1794611,6.157,-1787232,6.157,-1792284,6.157,-1780246,6.157,-1802738,6.157,-1764192,6.157,-1770183,6.157,-1775875,6.157,-1804591,6.157,-1764008,6.157,-1784524
